temperature_c,butterflies_in_direct_sun,wind_effect_per_1_ms,standard_error,denominator_df,t_value,p_value,conf_low,conf_high,temperature_label
14,46.3463687150838,0.042425916906917216,0.16301721940647865,1771,0.2602542054231059,0.7946979483785335,-0.27730047187006174,0.3621523056838961,14.0 °C
14,46.687150837988824,0.04263399677007751,0.1642221722413954,1771,0.25961169669226175,0.7951934877821232,-0.27945567129701065,0.3647236648371656,14.0 °C
14,47.02793296089385,0.04284207663323869,0.16542751843884276,1771,0.25897793207287373,0.7956823642557856,-0.28161164222761853,0.3672957954940958,14.0 °C
14,47.36871508379888,0.04305015649639987,0.1666332494626244,1771,0.2583527395356709,0.7961647070223558,-0.28376836791980686,0.3698686809126065,14.0 °C
14,47.70949720670391,0.043258236359560165,0.1678393570191488,1771,0.2577359513753668,0.7966406421131093,-0.2859258321073191,0.3724423048264393,14.0 °C
14,48.050279329608934,0.04346631622272046,0.16904583304896267,1771,0.25712740408177237,0.7971102924607519,-0.28808401898311314,0.375016651428554,14.0 °C
14,48.39106145251396,0.04367439608588164,0.17025266971863579,1771,0.2565269382151783,0.7975737779894283,-0.290242913183447,0.37759170535521025,14.0 °C
14,48.73184357541899,0.04388247594904193,0.171459859412973,1771,0.25593439828588643,0.7980312157018272,-0.29240249977260685,0.38016745167069066,14.0 °C
14,49.07262569832402,0.044090555812202226,0.17266739472754702,1771,0.25534963263778315,0.7984827197634509,-0.2945627642282559,0.38274387585266023,14.0 °C
14,49.41340782122904,0.04429863567536341,0.17387526846152968,1771,0.25477249333573043,0.7989284015842054,-0.2967236924273773,0.38532096377810404,14.0 °C
14,49.754189944134076,0.04450671553852459,0.17508347361081253,1771,0.2542028360566866,0.7993683698973686,-0.29888527063278336,0.3878987017098324,14.0 °C
14,50.0949720670391,0.04471479540168399,0.17629200336139964,1771,0.2536405199844397,0.7998027308360094,-0.3010474854801556,0.3904770762835235,14.0 °C
14,50.43575418994413,0.044922875264845175,0.17750085108306335,1771,0.25308540770783716,0.8002315880069379,-0.30321032396559594,0.3930560744952862,14.0 °C
14,50.77653631284916,0.045130955128006356,0.17871001032325082,1771,0.252537365122264,0.800655042562366,-0.3053737734336858,0.3956356836896985,14.0 °C
14,51.117318435754186,0.04533903499116576,0.17991947480122716,1771,0.2519962613344429,0.801073193269209,-0.30753782156599413,0.3982158915483256,14.0 °C
14,51.45810055865921,0.04554711485432783,0.18112923840244866,1771,0.2514619685703492,0.8014861365761791,-0.30970245637003496,0.4007966860786905,14.0 °C
14,51.798882681564244,0.045755194717488124,0.18233929517315017,1771,0.2509343620860155,0.801893966678834,-0.31186766616866696,0.40337805560364315,14.0 °C
14,52.13966480446927,0.04596327458064842,0.18354963931514487,1771,0.2504133200813974,0.8022967755824392,-0.31403343958987917,0.4059599887511759,14.0 °C
14,52.480446927374295,0.0461713544438096,0.18476026518081942,1771,0.24989872361691545,0.8026946531629314,-0.3161997655569817,0.40854247444460084,14.0 °C
14,52.82122905027933,0.04637943430696989,0.1859711672683225,1771,0.2493904565327206,0.8030876872259394,-0.3183666332791713,0.411125501893111,14.0 °C
14,53.162011173184354,0.046587514170130184,0.18718234021692992,1771,0.2488884053706073,0.8034759635639109,-0.32053403224243504,0.41370906058269535,14.0 °C
14,53.50279329608938,0.046795594033291366,0.18839377880258995,1771,0.2483924592983855,0.8038595660114874,-0.32270195220081654,0.41629314026739916,14.0 °C
14,53.84357541899441,0.04700367389645166,0.1896054779336304,1771,0.24790251003668182,0.8042385764991373,-0.32487038316799843,0.41887773096090164,14.0 °C
14,54.18435754189944,0.04721175375961195,0.1908174326466267,1771,0.24741845178811847,0.8046130751050865,-0.32703931540919345,0.4214628229284173,14.0 °C
14,54.52513966480446,0.04741983362277402,0.19202963810242402,1771,0.246940181168708,0.8049831401056584,-0.3292087394333442,0.42404840667889215,14.0 °C
14,54.865921787709496,0.047627913485933426,0.19324208958230235,1771,0.24646759714140104,0.8053488480240731,-0.33137864598560884,0.4266344729574756,14.0 °C
14,55.20670391061452,0.04783599334909372,0.19445478248428244,1771,0.24600060095184467,0.8057102736776484,-0.3335490260401016,0.42922101273828894,14.0 °C
14,55.54748603351955,0.0480440732122549,0.19566771231956823,1771,0.24553909606603058,0.8060674902236499,-0.33571987079292714,0.4318080172174369,14.0 °C
14,55.88826815642458,0.048252153075415194,0.19688087470911325,1771,0.24508298810997559,0.8064205692036734,-0.33789117165544413,0.43439547780627447,14.0 °C
14,56.229050279329606,0.04846023293857549,0.1980942653803135,1771,0.24463218481129964,0.8067695805866582,-0.3400629202477747,0.43698338612492554,14.0 °C
14,56.56983240223463,0.04866831280173667,0.1993078801638187,1771,0.24418659594259062,0.8071145928106115,-0.3422351083925529,0.4395717339960261,14.0 °C
14,56.91061452513966,0.04887639266489785,0.20052171499045393,1771,0.24374613326653757,0.8074556728230585,-0.3444077281088889,0.44216051343868457,14.0 °C
14,57.25139664804469,0.04908447252805814,0.20173576588825068,1771,0.24331071048278047,0.8077928861202459,-0.34658077160654444,0.44474971666266067,14.0 °C
14,57.592178770949715,0.049292552391218436,0.2029500289795831,1771,0.2428802431763993,0.8081262967851619,-0.34875423128031396,0.4473393360627507,14.0 °C
14,57.93296089385474,0.04950063225437962,0.2041645004784051,1771,0.24245464876796935,0.8084559675244223,-0.35092809970460764,0.4499293642133668,14.0 °C
14,58.273743016759774,0.04970871211753991,0.20537917668758054,1771,0.24203384646514575,0.8087819597040469,-0.35310236962821806,0.45251979386329777,14.0 °C
14,58.6145251396648,0.049916791980700204,0.2065940539963062,1771,0.24161775721576523,0.8091043333841337,-0.35527703396926,0.4551106179306603,14.0 °C
14,58.955307262569825,0.050124871843861385,0.20780912887762473,1771,0.24120630366233367,0.8094231473525288,-0.35745208581029564,0.4577018294980183,14.0 °C
14,59.29608938547486,0.050332951707022566,0.20902439788602264,1771,0.240799410097898,0.8097384591574899,-0.35962751839362517,0.4602934218076702,14.0 °C
14,59.63687150837988,0.05054103157018197,0.210239857655108,1771,0.2403970024232654,0.8100503251393679,-0.36180332511673097,0.4628853882570948,14.0 °C
14,59.97765363128491,0.05074911143334315,0.2114555048953664,1771,0.23999900810553554,0.8103588004613335,-0.36397949952787056,0.46547772239455676,14.0 °C
14,60.31843575418994,0.050957191296504334,0.21267133639199456,1771,0.23960535613779346,0.8106639391392599,-0.3661560353218378,0.4680704179148464,14.0 °C
14,60.65921787709497,0.05116527115966374,0.21388734900280568,1771,0.2392159770000823,0.810965794070671,-0.36833292633584974,0.4706634686551771,14.0 °C
14,61,0.05137335102282492,0.21510353965620313,1771,0.23883080262153847,0.8112644170628394,-0.3705101665455669,0.47325686859121663,14.0 °C
19.5,0,0.08785764630376328,0.06735147695190184,1771,1.3044650285324202,0.19224456860761574,-0.044239101408102666,0.2199543940156292,19.5 °C
19.5,0.3407821229050279,0.1004675429888088,0.06671191542764571,1771,1.5059909814427936,0.132247819990773,-0.03037482989507509,0.23130991587269267,19.5 °C
19.5,0.6815642458100558,0.11307743967385432,0.06612353700493703,1771,1.7100936337602681,0.08742371407763538,-0.016610944024029115,0.24276582337173774,19.5 °C
19.5,1.0223463687150838,0.12568733635889986,0.06558771916796868,1771,1.9163242441320059,0.05548464312669756,-0.00295014546076533,0.254324818178565,19.5 °C
19.5,1.3631284916201116,0.13829723304394537,0.06510575964432416,1771,2.124193524497213,0.033792183557990636,0.010605020555903982,0.2659894455319867,19.5 °C
19.5,1.7039106145251395,0.1509071297289909,0.06467886243331604,1771,2.3331753845327174,0.0197503841122208,0.024052192616836388,0.27776206684114535,19.5 °C
19.5,2.0446927374301676,0.16351702641403645,0.06430812410626102,1771,2.542711806425037,0.011084066586095608,0.03738922001188966,0.28964483281618325,19.5 °C
